ISO 639-3	Language	Dialect	Genetics	Source	#Speakers	Method	Quantity	Harmony?	#Vowels	Structure	#Peripheral	#Non-peripheral	V1OS	V1PS	V1F1	V1F2	V1F3	V1F4	V2OS	V2PS	V2F1	V2F2	V2F3	V2F4	V3OS	V3PS	V3F1	V3F2	V3F3	V3F4	V4OS	V4PS	V4F1	V4F2	V4F3	V4F4	V5OS	V5PS	V5F1	V5F2	V5F3	V5F4	V6OS	V6PS	V6F1	V6F2	V6F3	V6F4	V7OS	V7PS	V7F1	V7F2	V7F3	V7F4	V8OS	V8PS	V8F1	V8F2	V8F3	V8F4	V9OS	V9PS	V9F1	V9F2	V9F3	V9F4	V10OS	V10PS	V10F1	V10F2	V10F3	V10F4	V11OS	V11PS	V11F1	V11F2	V11F3	V11F4	V12OS	V12PS	V12F1	V12F2	V12F3	V12F4	V13OS	V13PS	V13F1	V13F2	V13F3	V13F4	V14OS	V14PS	V14F1	V14F2	V14F3	V14F4		F1Centroid	F1CentroidPosition	F1UCA	F2Centroid	F2CentroidPosition	F2UCA
ekk	Estonian	Eastern Saaremaa	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Niit, E. (2005). Vowels in initial syllables in Saaremaa. Linguistica Uralica 41:113-122.	8	Wordlist	Long	No	7	6L1	6	1	i		290	2279	3013		e		430	1977	2685		æ		642	1626	2428		ɑ		654	1135	2343		o		423	909	2283		u		306	833	2316		ø		454	1497	2341																																													459.466666666667	0.465567765567765	432.324	1481.93333333333	0.448778238819733	1398.386
ekk	Estonian	Western Saaremaa	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Niit, E. (2005). Vowels in initial syllables in Saaremaa. Linguistica Uralica 41:113-122.	3	Wordlist	Long	No	7	6L1	6	1	i		288	2202	2990		e		474	1939	2617		æ		638	1613	2448		ɑ		639	1129	2338		o		420	933	2247		u		305	793	2248		ø		478	1481	2319																																													469.533333333333	0.493297101449275	431.888	1458.93333333333	0.472628341613437	1343.919
ekk	Estonian	Eastern Saaremaa	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Niit, E. (2005). Vowels in initial syllables in Saaremaa. Linguistica Uralica 41:113-122.	8	Wordlist	Short	No	8	6L2	6	2	i		304	2123	2815		e		534	1810	2603		æ		634	1630	2407		ɑ		642	1187	2354		o		469	986	2207		u		341	915	2248		y		302	1829	2453		ø		467	1493	2288																																							459.466666666667	0.465567765567765	432.324	1481.93333333333	0.448778238819733	1398.386
ekk	Estonian	Western Saaremaa	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Niit, E. (2005). Vowels in initial syllables in Saaremaa. Linguistica Uralica 41:113-122.	3	Wordlist	Short	No	8	6R2a	6	2	i		349	2156	2748		e		503	1729	2514		æ		656	1613	2328		ɑ		623	1179	2360		o		485	1015	2262		u		341	895	2279		y		324	1763	2461		ø		520	1444	2307																																							469.533333333333	0.493297101449275	431.888	1458.93333333333	0.472628341613437	1343.919
ekk	Estonian	Muhu Old	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Niit, E. (2007). Vowels in word-initial syllables in Muhu Estonian. Linguistica Uralica 43:241-249.	3	Wordlist	Long	No	9	6L3b	6	3	i		265	2191	3124		e		405	1885	2572		æ		592	1581	2506		ɑ		645	1131	2235		o		400	802	2228		u		307	753	2199		y		307	1864	2341		ø		400	1481	2161		ɤ		397	1251	2313																																	433	0.440944881889764	413.971	1421.83333333333	0.465113583681038	1315.258
ekk	Estonian	Muhu Old	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Niit, E. (2007). Vowels in word-initial syllables in Muhu Estonian. Linguistica Uralica 43:241-249.	3	Wordlist	Short	No	9	6L3b	6	3	i		296	2006	3108		e		509	1782	2558		æ		588	1523	2422		ɑ		646	1214	2326		o		489	888	2184		u		330	779	2124		y		286	1631	2278		ø		477	1507	2191		ɤ		455	1324	2314																																	433	0.440944881889764	413.971	1421.83333333333	0.465113583681038	1315.258
ekk	Estonian	Standard	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Liiv, G., Remmel, M. (1970). On acoustic distinctions in the Estonian vowel system. Soviet Fenno-Ugric Studies 1:7-23.	6	Isolation	Combined	No	9	6R3	6	3	i		239	2279	3050	3435	e		381	2074	2585	3357	æ		684	1575	2435	3472	ɑ		666	1001	2539	3377	o		454	799	2380	3231	u		304	666	2175	3129	y		255	1813	2172	3225	ø		386	1613	2260	3225	ɤ		361	1225	2257	3227																																414.444444444445	0.394257178526841	412.995	1449.44444444444	0.485706413170765	1296.683
ekk	Estonian	Standard	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Eek, A., Meister, E. (1994). Acoustics and perception of Estonan vowel types. PERILUS 18:55-90.	1	Isolation	Combined	No	9	6R3	6	3	i		254	1881	2980	3402	e		358	1810	2532	3198	æ		661	1332	2227	3148	ɑ		610	946	2441	3031	o		396	630	1968	3036	u		274	549	1831	3036	y		254	1780	2156	3178	ø		376	1546	2044	3051	ə		386	1088	1912	3056																																396.555555555556	0.35025935025935	413.137	1284.66666666667	0.552302302302302	1069.812
ekk	Estonian	Muhu New	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Niit, E. (2007). Vowels in word-initial syllables in Muhu Estonian. Linguistica Uralica 43:241-249.	2	Wordlist	Long	No	9	6R3	6	3	i		250	2285	3031		e		379	1925	2758		æ		623	1536	2671		ɑ		558	1010	2473		o		372	785	2369		u		297	690	2338		y		268	1742	2188		ø		401	1371	2284		ɤ		349	1166	2409																																	398.666666666667	0.398570151921358	395.843	1387.5	0.43730407523511	1313.645
ekk	Estonian	Muhu New	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Niit, E. (2007). Vowels in word-initial syllables in Muhu Estonian. Linguistica Uralica 43:241-249.	2	Wordlist	Short	No	9	6R3	6	3	i		364	2227	2911		e		451	1770	2592		æ		596	1501	2643		ɑ		560	1058	2517		o		372	844	2368		u		306	824	2329		y		274	1709	2239		ø		410	1335	2241		ɤ		346	1197	2442																																	398.666666666667	0.398570151921358	395.843	1387.5	0.43730407523511	1313.645
ekk	Estonian	Standard	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Eek, A., Meister, E. (1998). Quality of Standard Estonian vowels in stressed and unstressed syllables of the feet in three distinctive quantity degrees. Linguistica Uralica 34:226-233.	3	Meaningful sentence	Long	No	9	6R3	6	3	i		230	2271	2965		e		445	1918	2490		æ		680	1556	2448		ɑ		651	1069	2479		o		426	817	2528		u		249	600			y		247	1704	2132		ø		466	1541	2296		ɤ		426	1163	2517																																	434.166666666667	0.453703703703704	405.95	1402.77777777778	0.480417580956181	1253.361
ekk	Estonian	Standard	Uralic>FinnoUgric>FinnoVolgaic>FinnoLappic>BalticFinnic	Eek, A., Meister, E. (1998). Quality of Standard Estonian vowels in stressed and unstressed syllables of the feet in three distinctive quantity degrees. Linguistica Uralica 34:226-233.	3	Meaningful sentence	Short	No	9	6R3	6	3	i		251	2079	2696		e		493	1729	2492		æ		655	1551	2446		ɑ		654	1142	2428		o		486	884	2335		u		267	655	2447		y		288	1624	2220		ø		477	1552	2322		ɤ		424	1395	2452																																	434.166666666667	0.453703703703704	405.95	1402.77777777778	0.480417580956181	1253.361
ell	Greek		IndoEuropean>Hellenic	Jongman, A., Fourakis, M., Sereno, J. (1989). The acoustic vowel space of modern Greek and German. Language and Speech 32:321-348.	4	Carrier sentence	Uniform	No	5	5S0	5	0	i		310	1909	2419		e		474	1641	2277		a		680	1229	2521		o		476	854	2366		u		338	837	2355																																																									455.6	0.393513513513514	454.67	1294	0.426305970149254	1256.152
ell	Greek		IndoEuropean>Hellenic	Fourakis, M., Botinis, A., Katsiati, M. (1998). Acoustic characteristics of Greek vowels. Phonetica 56:28-43.	5	Carrier sentence	Uniform	No	5	5S0	5	0	i		340	2046			e		491	1788			a		738	1350			o		508	1020			u		349	996																																																										485.2	0.364824120603015	495.618	1440	0.422857142857143	1406.55
ell	Greek		IndoEuropean>Hellenic	Fourakis, M., Botinis, A., Katsiati, M. (1998). Acoustic characteristics of Greek vowels. Phonetica 56:28-43.	5	Meaningful sentence	Uniform	No	5	5S0	5	0	i		329	2047			e		469	1753			a		708	1314			o		497	1079			u		337	1010																																																										468	0.366754617414248	477.189	1440.6	0.415236258437801	1415.467
ell	Greek	Thesaloniki	IndoEuropean>Hellenic	Samaras, M. (1974). Etude de l'influence de l'accent sur la structure formantique des voyelles du grec moderne. Bulletine de l'institut de phonetique de Grenoble 3:129-138.	1	Wordlist	Uniform	No	5	5S0	5	0	i		255	2238			ɛ		469	1777			a		607	1271			ɔ		520	983			u		310	1021																																																										432.2	0.503409090909091	392.632	1458	0.378486055776892	1473.705
ell	Greek	Athens	IndoEuropean>Hellenic	Tseva, A. (1989). Structure acoustique des voyelles du grec moderne: ou en sont les connaissances? Bulletin de l'Institute de Phonetique de Grenoble 17/18:87-107.	1	Wordlist	Uniform	No	5	5S0	5	0	i		271	2326	2971		e		466	1853	2660		a		628	1462	2542		o		523	1043	2322		u		316	1035	2224																																																									440.8	0.47563025210084	410.587	1543.8	0.394113090627421	1539.781
ell	Greek	Standard	IndoEuropean>Hellenic	Sfakianaki, A. (2002). The acoustic characteristics of Greek vowels produced by adults and children. In Makri-Tsilipakou, M. (ed.) Selected Papers on Theoretical and Applied Linguistics. From the 14th International Symposium on Theoretical and Applied Linguistics, Aristotle University of Thessaloniki (20-22 April 2000) 383-394.	10	Wordlist	Uniform	No	5	5S0	5	0	i		423	2073	2593		e		601	1811	2560		a		736	1466	2459		o		583	1137	2479		u		434	921	2460																																																									555.4	0.423003194888179	545.383	1481.6	0.486631944444444	1371.432
ell	Greek	Standard	IndoEuropean>Hellenic	Nicolaidis, K. (2003). Acoustic variability of vowels in Greek spontaneous speech. Proc. 15th ICPhS, 3221-3224. Universidad Autonoma de Barcelona.	2	Running speech	Uniform	No	5	5S0	5	0	i		360	1892	2493		e		475	1672	2377		a		575	1453	2202		o		462	1202	2207		u		377	1163	2290																																																									449.8	0.417674418604651	444.065	1476.4	0.429903978052126	1448.039
ell	Greek	Sfakian	IndoEuropean>Hellenic	Trudgill, P. (2009). Greek dialect vowel systems, vowel dispersion theory, and sociolinguistic typology. Journal of Greek Linguistics 9:165-182; Trudgill, P. (p.c.)	1	Running speech	Uniform	No	5	5S0	5	0	i		XXX	XXX			e		XXX	XXX			ɑ		XXX	XXX			o		XXX	XXX			u		XXX	XXX																																																										XXX	XXX	XXX	XXX	XXX	XXX
eng	English	American>North Midwestern 	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Hillenbrand, J., Getty, L.A., Clark, M.J., Wheeler, K. (1995). Acoustic characteristics of American English vowels. JASA 97:3099-3111.	45	Wordlist	Short	No	4	4L0	4	0	ɪ		427	2034	2684	3618	ɛ		580	1799	2605	3677	ʌ		623	1200	2550	3557	ʊ		469	1122	2434	3400																																																														527.272727272727	0.434912505335041	508.566	1523.18181818182	0.434264743754829	1462.092
eng	English	American>General 	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Nishi, K., Strange, W., Akahane-Yamada, R., Kubo, R., Trent-Brown, S.A. (2008). Acoustic and perceptual similarity of Japanese and American English vowels. JASA 124:576-588.	4	Wordlist	Short	No	4	4L0	4	0	ɪ		486	1785	2573		ɛ		633	1588	2553		ʌ		635	1189	2619		ʊ		489	1148	2472																																																															548.727272727273	0.536796536796537	484.431	1442.09090909091	0.381323969306802	1455.618
eng	English	American>General	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Nishi, K., Strange, W., Akahane-Yamada, R., Kubo, R., Trent-Brown, S.A. (2008). Acoustic and perceptual similarity of Japanese and American English vowels. JASA 124:576-588.	4	Carrier sentence	Short	No	4	4L0	4	0	ɪ		461	1826	2634		ɛ		627	1657	2544		ʌ		631	1232	2619		ʊ		495	1202	2492																																																															535.363636363636	0.515218705906067	479.341	1487.27272727273	0.395062528348344	1481.573
eng	English	New Zealand>Southern	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Watson, C.I., Harrington, J., Evans, Z. (1998). An acoustic comparison between New Zealand and Australian English vowels. Australian Journal of Lignuistics 18:185-207.	11	Wordlist	Long	No	5	3S2	3	2	i	i	273	2325			a(ɑ)	a	789	1315			o	o	384	713			ʏ(u)	y	287	1605			ø(ɜ)	ø	430	1630																																																										494.545454545455	0.429351656095842	474.756	1528	0.505583126550868	1343.292
eng	English	Australian>General	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Watson, C.I., Harrington, J., Evans, Z. (1998). An acoustic comparison between New Zealand and Australian English vowels. Australian Journal of Lignuistics 18:185-207.	20	Wordlist	Long	No	5	3S2	3	2	i	i	333	2233			ɑ	ɑ	731	1275			o	o	435	756			ʏ	ʏ	373	1686			ɜ	ɜ	502	1510																																																										521.272727272727	0.453669222343921	495.265	1498	0.502369668246445	1333.507
eng	English	British>RP Old	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Hawkins, S., Midgley, J. (2005). Formant frequencies of RP monophthongs in four age groups of speakers. JIPA 35:183-199	15	Wordlist	Long	No	5	3S2	3	2	i	i	274	2317			ɑ	ʌ	637	1063			ɔ	o	378	616			u	ʉ	291	1147			ɜ	ə	494	1360																																																										465.909090909091	0.475022502250225	431.964	1376.72727272727	0.44722355833467	1281.091
eng	English	British>RP New	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Hawkins, S., Midgley, J. (2005). Formant frequencies of RP monophthongs in four age groups of speakers. JIPA 35:183-199	5	Wordlist	Long	No	5	3S2	3	2	i	i	276	2338			ɑ	ʌ	604	1040			ɔ	o	392	630			u	y	289	1616			ɜ	ə	494	1373																																																										501.545454545455	0.35351952123112	525.458	1446.90909090909	0.478284011070896	1297.828
eng	English	British>RP	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Deterding, D. (1997). The formants of monophthong vowels in Standard Southern British English pronunciation. JIPA 27:47-55.	5	Running speech	Long	no	5	3S2	3	2	i	i	280	2249	2765		ɑ	ʌ	646	1155	2490		ɔ	o	415	828	2619		u	ʉ	316	1191	2408		ɜ	ə	478	1436	2488																																																									478.818181818182	0.484922394678492	440.31	1390.45454545455	0.395816006653445	1383.611
eng	English	New Zealand>Wellington	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Easton, A., Bauer, L. (2000), An acoustic study of the vowels of New Zealand English. Australian Journal of Linguistics 20:93-117.	30	Wordlist	Long	No	5	3S2	3	2	i	i	318	2233	2900		a(ɑ)	a(ɑ)	737	1455	2536		o	o	393	874	2500		ʏ(u)	ʏ	358	1590	2271		ø(ɜ)	ø	396	1689	2392																																																									489.818181818182	0.410067259709265	481.829	1545.09090909091	0.493812295136798	1405.369
eng	English	British>RP	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Deterding, D. (1990). Speaker normalization for automatic speech recognition. PhD Thesis, Cambridge University.	8	Wordlist	Long	no	5	3S2	3	2	i	i	275	2221			ɑ	ɑ	687	1077			ɔ	o	453	642			u	ʉ	302	1131			ɜ	ɜ	513	1377																																																										509.636363636364	0.513427491545653	453.687	1351.90909090909	0.449594104438943	1259.389
eng	English	British>RP	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Holtse, P. (1972). Spectrographic Analysis of English vowels. ARIPUC 6:1-48.	6	Wordlist	Long	no	5	3S2	3	2	i	i	247	2425	3082	3755	a	ɑ	709	1077	2575	3589	o	o	449	754	2451	3429	u	ʉ	276	1083	2244	3441	ə	ɜ	527	1390	2484	3561																																																								507.727272727273	0.525659824046921	440.936	1434.54545454545	0.407268374952396	1407.361
eng	English	British>RP Old	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Wells, J.C. (1963). A study of the formants of the pure vowels of British English. UCL Phonetics Laboratory Progress Report 1-6.	25	Wordlist	Long	No	5	4R1	4	1	i	i	285	2373	3088		ɑ	ɑ	677	1083	2540		ɔ	o	449	737	2635		u	u̟	309	939	2320		ɜ	ɜ	581	1381	2436																																																									515.545454545455	0.497938346750442	466.033	1399.90909090909	0.405201155812403	1376.676
eng	English	Australian>Sydney	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Cox, F. (1999). Vowel change in Australian English. Phonetica 56:1-27.	60	Wordlist	Long	No	6	4L2a	4	2	ɪə(i)	i̞	331	2339	2977		ɛə(ɛ)	e̞	450	2096	2794		a	a	757	1348	2582		ɔ	o	438	847	2572		u(y)	y̞	342	1795	2429		ɜ	ə	466	1648	2588																																																			498.75	0.393779342723005	497.566	1635.25	0.528317694369973	1430.372
eng	English	New Zealand>Southern	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Watson, C.I., Harrington, J., Evans, Z. (1998). An acoustic comparison between New Zealand and Australian English vowels. Australian Journal of Lignuistics 18:185-207.	11	Wordlist	Short	No	6	5S1	5	1	ɪ(ɛ)	ɪ	365	2248			ɛ(æ)	ɛ	579	1951			a(ʌ)	a	759	1303			ɒ	ɒ	615	964			ʊ	ʊ̞	472	1044			ɘ(ɪ)	ɘ	487	1710																																																				494.545454545455	0.429351656095842	474.756	1528	0.505583126550868	1343.292
eng	English	New Zealand>Wellington	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Easton, A., Bauer, L. (2000), An acoustic study of the vowels of New Zealand English. Australian Journal of Linguistics 20:93-117.	30	Wordlist	Short	No	6	5S1	5	1	ɪ(ɛ)	ɪ	416	2098	2775		ɛ(æ)	ɛ	551	1920	2648		a(ʌ)	a	726	1399	2410		ɒ	ɒ	602	1004	2447		ʊ	ʊ	431	1059	2386		ɘ(ɪ)	ɘ	460	1675	2518																																																			489.818181818182	0.410067259709265	481.829	1545.09090909091	0.493812295136798	1405.369
eng	English	Australian>General	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Watson, C.I., Harrington, J., Evans, Z. (1998). An acoustic comparison between New Zealand and Australian English vowels. Australian Journal of Lignuistics 18:185-207.	20	Wordlist	Short	No	6	6L0	6	0	ɪ	ɪ	381	2167			ɛ	e̞	501	2015			æ	æ	709	1714			ɑ	a	748	1308			ɒ	ɔ	605	962			ʊ	ʊ	416	852																																																				521.272727272727	0.453669222343921	495.265	1498	0.502369668246445	1333.507
eng	English	Australian>Sydney	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Cox, F. (1999). Vowel change in Australian English. Phonetica 56:1-27.	60	Wordlist	Short	No	6	6L0	6	0	ɪ		334	2332	2947		e		472	2080	2797		æ		696	1760	2669		ʌ		738	1382	2581		ɒ		583	1038	2572		ʊ		378	958	2489																																																			498.75	0.393779342723005	497.566	1635.25	0.528317694369973	1430.372
eng	English	British>RP Old	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Hawkins, S., Midgley, J. (2005). Formant frequencies of RP monophthongs in four age groups of speakers. JIPA 35:183-199	15	Wordlist	Short	No	6	6R0	6	0	ɪ		366	2071			ɛ		485	1923			æ		678	1610			ʌ		634	1196			ɒ		512	858			ʊ		376	983																																																				465.909090909091	0.475022502250225	431.964	1376.72727272727	0.44722355833467	1281.091
eng	English	British>RP New	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Hawkins, S., Midgley, J. (2005). Formant frequencies of RP monophthongs in four age groups of speakers. JIPA 35:183-199	5	Wordlist	Short	No	6	6R0	6	0	ɪ		393	2174			ɛ		600	1914			æ		914	1473			ʌ		658	1208			ɒ		484	865			ʊ		413	1285																																																				501.545454545455	0.35351952123112	525.458	1446.90909090909	0.478284011070896	1297.828
eng	English	British>RP Old	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Wells, J.C. (1963). A study of the formants of the pure vowels of British English. UCL Phonetics Laboratory Progress Report 1-6.	25	Wordlist	Short	No	6	6R0	6	0	ɪ	ɪ	356	2098	2696		ɛ	ɛ	569	1965	2636		æ	a̟	748	1746	2460		ʌ	ʌ̞	722	1236	2537		ɒ	ɔ	599	891	2605		ʊ	ʊ	376	950	2440																																																			515.545454545455	0.497938346750442	466.033	1399.90909090909	0.405201155812403	1376.676
eng	English	British>RP	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Deterding, D. (1997). The formants of monophthong vowels in Standard Southern British English pronunciation. JIPA 27:47-55.	5	Running speech	Short	No	6	6R0	6	0	ɪ	ɪ	367	1757	2556		e	e̞	494	1650	2547		æ	æ	690	1550	2463		ʌ	ʌ	644	1259	2551		ɒ	ɔ	558	1047	2481		ʊ	ʊ	379	1173	2445																																																			478.818181818182	0.484922394678492	440.31	1390.45454545455	0.395816006653445	1383.611
eng	English	British>RP	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Deterding, D. (1990). Speaker normalization for automatic speech recognition. PhD Thesis, Cambridge University.	8	Wordlist	Short	No	6	6R0	6	0	ɪ	ɪ	382	1958			e	ɛ	560	1797			æ	a̟	732	1527			ʌ	ʌ	695	1224			ɒ	ɔ	593	866			ʊ	ʊ	414	1051																																																				509.636363636364	0.513427491545653	453.687	1351.90909090909	0.449594104438943	1259.389
eng	English	British>RP	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Holtse, P. (1972). Spectrographic Analysis of English vowels. ARIPUC 6:1-48.	6	Wordlist	Short	No	6	6R0	6	0	ɪ	ɪ	388	2102	2723	3747	e	e̞	505	1911	2665	3824	æ	a̟	743	1760	2594	3764	ʌ	ɐ	724	1294	2504	3663	ɔ	ɔ	595	954	2480	3538	ʊ	ʊ	422	1030	2353	3440																																																		507.727272727273	0.525659824046921	440.936	1434.54545454545	0.407268374952396	1407.361
eng	English	American>North Midwestern 	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Hillenbrand, J., Getty, L.A., Clark, M.J., Wheeler, K. (1995). Acoustic characteristics of American English vowels. JASA 97:3099-3111.	45	Wordlist	Long	No	7	7S0	7	0	i		342	2322	3000	3657	e		476	2089	2691	3649	æ		588	1952	2601	3624	ɑ		768	1333	2522	3687	ɔ		652	997	2538	3486	o		497	910	2459	3384	u		378	997	2343	3357																																												527.272727272727	0.434912505335041	508.566	1523.18181818182	0.434264743754829	1462.092
eng	English	American>General	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Nishi, K., Strange, W., Akahane-Yamada, R., Kubo, R., Trent-Brown, S.A. (2008). Acoustic and perceptual similarity of Japanese and American English vowels. JASA 124:576-588.	4	Wordlist	Long	No	7	7S0	7	0	i		312	2307	2917		e		472	2062	2660		æ		730	1568	2519		ɑ		753	1250	2596		ɔ		678	1062	2678		o		500	909	2643		u		348	995	2374																																													548.727272727273	0.536796536796537	484.431	1442.09090909091	0.381323969306802	1455.618
eng	English	American>General	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Nishi, K., Strange, W., Akahane-Yamada, R., Kubo, R., Trent-Brown, S.A. (2008). Acoustic and perceptual similarity of Japanese and American English vowels. JASA 124:576-588.	4	Carrier sentence	Long	No	7	7S0	7	0	i		303	2336	2961		e		423	2175	2722		æ		714	1645	2456		ɑ		754	1234	2609		ɔ		660	1056	2571		o		479	933	2571		u		342	1064	2422																																													535.363636363636	0.515218705906067	479.341	1487.27272727273	0.395062528348344	1481.573
eng	English	Australian>General	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Burgess, O.N. (1968). A spectrographic investigation of some Australian vowel sounds. Language and Speech 11:129-138.	20	Wordlist	Mixed	No	8	8S0	8	0	ɪ		320	2100	2790		ɛ		480	2160	2640		æ		660	1840	2420		ʌ		680	1440	2420		a		700	1320	2580		ɒ		600	960	2640		ɔ		520	880	2720		ʊ		400	990	2450																																							545	0.592105263157895	468.58	1461.25	0.4541015625	1380.48
eng	English	Australian>Broad	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Burgess, O.N. (1968). A spectrographic investigation of some Australian vowel sounds. Language and Speech 11:129-138.	3	Wordlist	Mixed	No	8	8S0	8	0	ɪ		300	2140			ɛ		470	2160			æ		600	1910			ʌ		740	1480			a		720	1370			ɒ		600	1120			ɔ		480	900			ʊ		390	960																																								537.5	0.539772727272727	472.04	1505	0.48015873015873	1392.66
eng	English	American>New England>Ithaca	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Bradlow, A. (1995). Comparative study of English and Spanish vowels. JASA 97:1916-1924	4	Carrier sentence	Mixed	No	9	8L1	8	1	i		266	2230			ɪ		446	1913			ɛ		625	1730			æ		775	1689			ɑ		781	1213			ɔ		617	989			ʊ		446	1346			u		321	1210			ʌ		647	1285																																		547.111111111111	0.545846817691478	467.365	1511.66666666667	0.421165726564599	1474.231
eng	English	American>General Old	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Peterson, G., Barney, H. (1952). Control methods used in a study of the vowels.JASA 24:175-184	33	Wordlist	Mixed	No	9	8L1	8	1	i		270	2290	3010		ɪ		390	1990	2550		ɛ		530	1840	2480		æ		660	1720	2410		ɑ		730	1090	2440		ɔ		570	840	2410		ʊ		440	1020	2240		u		300	870	2240		ʌ		640	1190	2390																																	503.333333333333	0.507246376811594	449.86	1427.77777777778	0.40536398467433	1406.95
eng	English	British>Somerset	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Nevalainen, T., Aulanko, R. (1996). Stressed vowels in East Somerset: an acoustic-phonetic case study. In Klemola, J., Kyto, M., Rissanen, M. (eds.) Speech Past and Present - studies in English dialectology in memory of Ossi Ihalainen (University of Bamberg Studies in English Linguistics 38). Frankfurt am Main: Peter Lang.	1	Running speech	Mixed	No	10	9R1	9	1	i		365	2190			ɪ		450	1750			ɛ		660	1675			a		820	1480			ɑ		760	1200			ɒ		645	1055			ɔ		565	925			ʊ		460	1045			u		390	930			ʌ		635	1150																												575	0.461538461538462	542.905	1340	0.328063241106719	1419.615
eng	English	Canadian>Winnipeg	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Hagiwara, R. (2006). Vowel production in Winnipeg. CJL 51:127-141.	5	Carrier sentence	Mixed	No	10	9S1	9	1	i		293	2207			e		364	2227			ɪ		420	1899			ɛ		560	1694			æ		704	1519			ɒ		636	1118			ʊ		459	1340			o		411	899			u		313	1328			ʌ		584																													474.4	0.441362530413625	453.701	1581.22222222222	0.513721552878179	1418.248
eng	English	American>Southern Californian 	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Hagiwara, R. (1994). Sex, syllabic /r/, and the American English vowel space. UCLA WPP 88:63-91	5	Carrier sentence	Mixed	No	10	9S1	9	1	i		291	2286	2861		e		406	2048	2681		ɪ		421	1800	2583		ɛ		543	1666	2531		æ		689	1607	2558		ɑ		706	1230	2423		ʊ		443	1378	2470		o		439	1182	2466		u		324	1413	2442		ʌ		588	1431	2489																											485	0.467469879518072	453.265	1604.1	0.382336956521739	1613.664
eng	English	American>SouthWestern	IndoEuropean>Germanic>WestGermanic>AngloFrisian	Yang, B. (1996). A comparative study of American English and Korean vowels produced by male and female speakers. Jphon 24:245-261.	10	Wordlist	Mixed	No	11	10L1	10	1	i		286	2317	3033		ɪ		409	2012	2671		e		469	2082	2636		ɛ		531	1900	2561		æ		687	1743	2497		ɑ		694	1121	2548		ɔ		663	1026	2527		o		498	1127	2375		ʊ		446	1331	2380		u		333	1393	2282		ʌ		592	1331	2494																					509.818181818182	0.548573975044563	445.528	1580.27272727273	0.429335962256179	1530.781
eto	Eton		NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>YaundeFang	van de Velde, M.L.O. (2008). A Grammar of Eton. Mouton de Gruyter, Berlin.	1	Running speech	Combined	No	8	7S1	7	1	i		280	2195			e		320	1980			ɛ		435	1825			a		540	1485			ɔ		425	1100			o		385	920			u		305	1135			ə		335	1630																																								378.125	0.377403846153846	381.66	1533.75	0.481372549019608	1418.525
