"iso"	"lang"	"dialect"	"genetics"	"vowel"	"f1"	"f2"	"f3"
"kma"	"Konni"	""	"NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma"	"e"	470	1550	NA
"kma"	"Konni"	""	"NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma"	"ɛ"	650	1560	NA
"kma"	"Konni"	""	"NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma"	"a"	730	1350	NA
"kma"	"Konni"	""	"NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma"	"ɔ"	610	1070	NA
"kma"	"Konni"	""	"NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma"	"o"	470	1090	NA
"kma"	"Konni"	""	"NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma"	"ʊ"	440	1050	NA
"kma"	"Konni"	""	"NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma"	"u"	410	980	NA
"koe"	"Baale"	""	"NiloSaharan>EasternSudanic>Eastern>Surmic>South>Southwest"	"i"	353	2109	NA
"koe"	"Baale"	""	"NiloSaharan>EasternSudanic>Eastern>Surmic>South>Southwest"	"ɪ"	402	1953	NA
"koe"	"Baale"	""	"NiloSaharan>EasternSudanic>Eastern>Surmic>South>Southwest"	"e"	427	1994	NA
"koe"	"Baale"	""	"NiloSaharan>EasternSudanic>Eastern>Surmic>South>Southwest"	"ɛ"	546	1733	NA
"koe"	"Baale"	""	"NiloSaharan>EasternSudanic>Eastern>Surmic>South>Southwest"	"a"	684	1443	NA
"koe"	"Baale"	""	"NiloSaharan>EasternSudanic>Eastern>Surmic>South>Southwest"	"ɔ"	493	1036	NA
"koe"	"Baale"	""	"NiloSaharan>EasternSudanic>Eastern>Surmic>South>Southwest"	"o"	398	992	NA
"koe"	"Baale"	""	"NiloSaharan>EasternSudanic>Eastern>Surmic>South>Southwest"	"ʊ"	397	842	NA
"koe"	"Baale"	""	"NiloSaharan>EasternSudanic>Eastern>Surmic>South>Southwest"	"u"	363	915	NA
"kor"	"Korean"	"Pyongyang"	"Isolate"	"i"	260	2050	NA
"kor"	"Korean"	"Pyongyang"	"Isolate"	"e"	330	2090	NA
"kor"	"Korean"	"Pyongyang"	"Isolate"	"ɛ"	420	1935	NA
"kor"	"Korean"	"Pyongyang"	"Isolate"	"a"	765	1315	NA
"kor"	"Korean"	"Pyongyang"	"Isolate"	"o"	395	1020	NA
"kor"	"Korean"	"Pyongyang"	"Isolate"	"u"	292	1007	NA
"kor"	"Korean"	"Chungnam"	"Isolate"	"i"	341	2209	NA
"kor"	"Korean"	"Chungnam"	"Isolate"	"e"	575	1800	NA
"kor"	"Korean"	"Chungnam"	"Isolate"	"a"	740	1257	NA
"kor"	"Korean"	"Chungnam"	"Isolate"	"ʌ"	580	964	NA
"kor"	"Korean"	"Chungnam"	"Isolate"	"o"	404	764	NA
"kor"	"Korean"	"Chungnam"	"Isolate"	"u"	409	902	NA
"kor"	"Korean"	"Chungnam"	"Isolate"	"ɯ"	402	1340	NA
"kor"	"Korean"	"Standard New"	"Isolate"	"i"	330	1980	NA
"kor"	"Korean"	"Standard New"	"Isolate"	"ɛ"	510	1850	NA
"kor"	"Korean"	"Standard New"	"Isolate"	"a"	710	1380	NA
"kor"	"Korean"	"Standard New"	"Isolate"	"ə"	560	990	NA
"kor"	"Korean"	"Standard New"	"Isolate"	"o"	420	950	NA
"kor"	"Korean"	"Standard New"	"Isolate"	"u"	380	1200	NA
"kor"	"Korean"	"Standard New"	"Isolate"	"ɨ"	400	1620	NA
"kor"	"Korean"	"Hamkyong"	"Isolate"	"i"	307	2117	NA
"kor"	"Korean"	"Hamkyong"	"Isolate"	"e"	397	2047	NA
"kor"	"Korean"	"Hamkyong"	"Isolate"	"ɛ"	510	1815	NA
"kor"	"Korean"	"Hamkyong"	"Isolate"	"a"	735	1247	NA
"kor"	"Korean"	"Hamkyong"	"Isolate"	"o"	522	822	NA
"kor"	"Korean"	"Hamkyong"	"Isolate"	"u"	360	860	NA
"kor"	"Korean"	"Hamkyong"	"Isolate"	"ɨ"	372	1182	NA
"kor"	"Korean"	"Hamkyong"	"Isolate"	"ʌ"	465	1155	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"i"	320	2245	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"e"	480	1925	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"ɛ"	600	1850	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"a"	770	1255	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"ʌ"	580	1070	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"o"	430	890	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"u"	375	930	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"ɯ"	410	1165	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"i"	340	2185	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"e"	480	1900	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"ɛ"	575	1890	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"a"	745	1445	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"ʌ"	590	1145	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"o"	490	1050	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"u"	365	1050	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"ɯ"	435	1370	NA
"kor"	"Korean"	"Seoul"	"Isolate"	"i"	341	2219	3047
"kor"	"Korean"	"Seoul"	"Isolate"	"e"	490	1968	2644
"kor"	"Korean"	"Seoul"	"Isolate"	"ɛ"	591	1849	2597
"kor"	"Korean"	"Seoul"	"Isolate"	"a"	738	1372	2573
"kor"	"Korean"	"Seoul"	"Isolate"	"ʌ"	608	1121	2683
"kor"	"Korean"	"Seoul"	"Isolate"	"o"	453	945	2674
"kor"	"Korean"	"Seoul"	"Isolate"	"u"	369	981	2565
"kor"	"Korean"	"Seoul"	"Isolate"	"y"	338	2114	2729
"kor"	"Korean"	"Seoul"	"Isolate"	"ø"	459	1817	2468
"kor"	"Korean"	"Seoul"	"Isolate"	"ɨ"	405	1488	2497
"kor"	"Korean"	"Standard Old"	"Isolate"	"i"	304	2229	NA
"kor"	"Korean"	"Standard Old"	"Isolate"	"e"	359	2087	NA
"kor"	"Korean"	"Standard Old"	"Isolate"	"ɛ"	484	1850	NA
"kor"	"Korean"	"Standard Old"	"Isolate"	"a"	830	1505	NA
"kor"	"Korean"	"Standard Old"	"Isolate"	"ɔ"	550	1017	NA
"kor"	"Korean"	"Standard Old"	"Isolate"	"o"	407	988	NA
"kor"	"Korean"	"Standard Old"	"Isolate"	"u"	371	991	NA
"kor"	"Korean"	"Standard Old"	"Isolate"	"y"	302	2037	NA
"kor"	"Korean"	"Standard Old"	"Isolate"	"ø"	473	1830	NA
"kor"	"Korean"	"Standard Old"	"Isolate"	"ɨ"	317	1074	NA
"kpo"	"Ikposo"	"Uwi"	"NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi"	"i"	229	2207	NA
"kpo"	"Ikposo"	"Uwi"	"NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi"	"ɪ"	294	2176	NA
"kpo"	"Ikposo"	"Uwi"	"NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi"	"e"	337	2068	NA
"kpo"	"Ikposo"	"Uwi"	"NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi"	"ɛ"	467	1942	NA
"kpo"	"Ikposo"	"Uwi"	"NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi"	"a"	745	1390	NA
"kpo"	"Ikposo"	"Uwi"	"NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi"	"ɔ"	517	972	NA
"kpo"	"Ikposo"	"Uwi"	"NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi"	"o"	334	882	NA
"kpo"	"Ikposo"	"Uwi"	"NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi"	"ʊ"	335	796	NA
"kpo"	"Ikposo"	"Uwi"	"NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi"	"u"	268	834	NA
"kpo"	"Ikposo"	"Uwi"	"NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi"	"ə"	560	1463	NA
"kpv"	"Komi"	"Zyrian"	"Uralic>FinnoUgric>FinnoPermic>Permic"	"i"	272	1926	NA
"kpv"	"Komi"	"Zyrian"	"Uralic>FinnoUgric>FinnoPermic>Permic"	"e"	381	1790	NA
"kpv"	"Komi"	"Zyrian"	"Uralic>FinnoUgric>FinnoPermic>Permic"	"a"	711	1385	NA
"kpv"	"Komi"	"Zyrian"	"Uralic>FinnoUgric>FinnoPermic>Permic"	"o"	430	762	NA
"kpv"	"Komi"	"Zyrian"	"Uralic>FinnoUgric>FinnoPermic>Permic"	"u"	213	568	NA
"kpv"	"Komi"	"Zyrian"	"Uralic>FinnoUgric>FinnoPermic>Permic"	"ɨ"	289	1277	NA
"ktn"	"Karitiana"	""	"Tupian>Arikem"	"i"	312	2340	NA
"ktn"	"Karitiana"	""	"Tupian>Arikem"	"e"	461	2066	NA
"ktn"	"Karitiana"	""	"Tupian>Arikem"	"a"	699	1496	NA
"ktn"	"Karitiana"	""	"Tupian>Arikem"	"o"	479	1019	NA
"ktn"	"Karitiana"	""	"Tupian>Arikem"	"ɨ"	391	1546	NA
"kwv"	"Nar"	"Doro"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"i"	273	2342	2863
"kwv"	"Nar"	"Doro"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"e"	336	2286	2676
"kwv"	"Nar"	"Doro"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"a"	631	1821	2450
"kwv"	"Nar"	"Doro"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"ɔ"	496	1104	2550
"kwv"	"Nar"	"Doro"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"o"	365	733	2626
"kwv"	"Nar"	"Doro"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"u"	310	695	2473
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"i"	287	2387	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɪ"	375	2300	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"e"	512	2137	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɛ"	650	1925	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"a"	837	1337	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɒ"	725	1013	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɔ"	600	875	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"o"	500	812	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ʊ"	400	737	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"u"	287	687	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɯ"	337	1500	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɤ"	462	1450	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ə"	575	1375	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ʌ"	737	1375	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"i"	300	2300	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɪ"	425	2200	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"e"	550	2100	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɛ"	650	1850	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"a"	775	1400	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɒ"	700	1000	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɔ"	600	850	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"o"	525	800	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ʊ"	425	725	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"u"	325	650	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɯ"	425	1500	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ɤ"	480	1400	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ə"	625	1400	NA
"kxm"	"Northern Khmer"	"Surin"	"AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric"	"ʌ"	750	1350	NA
"kyr"	"Kuruaya"	""	"Tupian>Munduruku"	"i"	357	2052	2878
"kyr"	"Kuruaya"	""	"Tupian>Munduruku"	"ɛ"	540	1738	2638
"kyr"	"Kuruaya"	""	"Tupian>Munduruku"	"a"	698	1576	2432
"kyr"	"Kuruaya"	""	"Tupian>Munduruku"	"ɔ"	535	1166	2293
"kyr"	"Kuruaya"	""	"Tupian>Munduruku"	"o"	440	824	2258
"kyr"	"Kuruaya"	""	"Tupian>Munduruku"	"ɨ"	388	1580	2358
"laj"	"Lango"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili"	"i"	300	2100	NA
"laj"	"Lango"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili"	"ɪ"	350	2050	NA
"laj"	"Lango"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili"	"e"	370	1680	NA
"laj"	"Lango"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili"	"ɛ"	510	1610	NA
"laj"	"Lango"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili"	"a"	710	1060	NA
"laj"	"Lango"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili"	"ɔ"	440	785	NA
"laj"	"Lango"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili"	"o"	425	825	NA
"laj"	"Lango"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili"	"ʊ"	380	780	NA
"laj"	"Lango"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili"	"u"	355	710	NA
"laj"	"Lango"	""	"NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili"	"ə"	660	1200	NA
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	286	2189	2947
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	426	1975	2644
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"æ"	681	1532	2488
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"a"	657	1005	2668
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"o"	468	731	2503
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	325	589	2239
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	312	2182	2894
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	458	1921	2630
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"æ"	675	1564	2485
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"a"	690	1044	2546
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"o"	509	787	2474
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	323	642	2350
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	290	2360	2930
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	410	2120	2740
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"æ"	750	1630	2470
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"ɑ"	720	1060	2570
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"o"	460	780	2370
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	310	680	2380
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	310	2350	2930
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	420	2110	2710
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"æ"	690	1640	2390
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"ɑ"	680	1110	2580
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"ɔ"	510	840	2590
"lav"	"Latvian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	330	720	2420
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	340	1930	2640
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	500	1720	2600
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"a"	610	1430	2490
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"ɔ"	510	960	2470
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	340	950	2310
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	350	2119	2790
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"æ"	710	1720	2430
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"a"	750	1280	2410
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"ɔ"	550	890	2300
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	390	850	2360
"lit"	"Lithuanian"	""	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	470	1900	2460
"lit"	"Lithuanian"	""	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	560	1770	2530
"lit"	"Lithuanian"	""	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"a"	600	1290	2480
"lit"	"Lithuanian"	""	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"ɔ"	570	1140	NA
"lit"	"Lithuanian"	""	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	460	930	NA
"lit"	"Lithuanian"	""	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	380	2050	2750
"lit"	"Lithuanian"	""	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	520	1810	2730
"lit"	"Lithuanian"	""	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"a"	670	1430	2620
"lit"	"Lithuanian"	""	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"ɔ"	510	1000	1970
"lit"	"Lithuanian"	""	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	450	950	2030
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	260	2200	2800
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	370	2020	2600
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"æ"	690	1510	2510
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"a"	710	1220	2540
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"o"	440	810	2470
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	310	740	2220
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	230	2380	3080
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	410	1960	2510
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"æ"	770	1600	2500
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"a"	870	1250	2480
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"o"	450	770	2350
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	280	740	2180
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	360	2280	2670
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	450	1970	2570
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"æ"	600	1610	2480
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"a"	645	1375	2430
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"o"	490	940	NA
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	390	720	2070
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	330	2140	3140
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	420	2060	2800
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"æ"	530	1890	2670
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"a"	660	1270	2710
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"o"	440	930	2300
"lit"	"Lithuanian"	"Sakiu"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	370	780	2250
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"i"	235	2225	NA
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"e"	345	2090	NA
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"æ"	650	1710	NA
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"a"	690	1240	NA
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"o"	440	755	NA
"lit"	"Lithuanian"	"Standard"	"IndoEuropean>BaltoSlavic>Baltic>Eastern"	"u"	295	665	NA
"liv"	"Livonian"	"Eastern"	"Uralic>FinnoUgric>FinnoLappic>BalticFinnic"	"i"	340	2391	NA
"liv"	"Livonian"	"Eastern"	"Uralic>FinnoUgric>FinnoLappic>BalticFinnic"	"e"	452	2241	NA
"liv"	"Livonian"	"Eastern"	"Uralic>FinnoUgric>FinnoLappic>BalticFinnic"	"æ"	580	1732	NA
"liv"	"Livonian"	"Eastern"	"Uralic>FinnoUgric>FinnoLappic>BalticFinnic"	"a"	628	1637	NA
"liv"	"Livonian"	"Eastern"	"Uralic>FinnoUgric>FinnoLappic>BalticFinnic"	"o"	490	865	NA
"liv"	"Livonian"	"Eastern"	"Uralic>FinnoUgric>FinnoLappic>BalticFinnic"	"u"	315	655	NA
"liv"	"Livonian"	"Eastern"	"Uralic>FinnoUgric>FinnoLappic>BalticFinnic"	"ɯ"	351	1021	NA
"liv"	"Livonian"	"Eastern"	"Uralic>FinnoUgric>FinnoLappic>BalticFinnic"	"ɵ"	412	1629	NA
"lln"	"Lele"	""	"AfroAsiatic>Chadic>East>A>A2>1"	"i"	340	2175	NA
"lln"	"Lele"	""	"AfroAsiatic>Chadic>East>A>A2>1"	"e"	570	1945	NA
"lln"	"Lele"	""	"AfroAsiatic>Chadic>East>A>A2>1"	"a"	745	1500	NA
"lln"	"Lele"	""	"AfroAsiatic>Chadic>East>A>A2>1"	"o"	515	1065	NA
